1	I	0	21620
2	 P	40	8450
3	 P	80	2020
4	 P	120	2430
5	 P	160	1980
6	 P	200	4740
7	 P	240	1820
8	 P	280	1670
9	 P	320	1250
10	 P	360	7100
11	 P	400	1340
12	 P	440	2200
13	 P	480	1830
14	 P	520	12920
15	 P	560	2670
16	 P	600	3200
17	 P	640	1730
18	 P	680	10610
19	 P	720	2410
20	 P	760	2170
21	 P	800	1340
22	 P	840	11940
23	 P	880	1880
24	 P	920	2260
25	 P	960	2280
26	 P	1000	11210
27	 P	1040	2130
28	 P	1080	1450
29	 P	1120	1070
30	 P	1160	3390
31	 P	1200	1610
32	 P	1240	1830
33	 P	1280	42750
34	 P	1320	14270
35	 P	1360	3010
36	 P	1400	4290
37	 P	1440	2550
38	 P	1480	8370
39	 P	1520	2730
40	 P	1560	2680
41	 P	1600	1780
42	 P	1640	9900
43	 P	1680	2310
44	 P	1720	3010
45	 P	1760	2220
46	 P	1800	12100
47	 P	1840	2230
48	 P	1880	3590
49	 P	1920	3270
50	 P	1960	11980
51	 P	2000	3310
52	 P	2040	3100
53	 P	2080	1940
54	 P	2120	14570
55	 P	2160	3130
56	 P	2200	4140
57	 P	2240	2790
58	 P	2280	12210
59	 P	2320	2870
60	 P	2360	3730
61	 P	2400	2520
62	 P	2440	4590
63	 P	2480	2570
64	 P	2520	3190
65	 P	2560	57170
66	 P	2600	13050
67	 P	2640	3000
68	 P	2680	4540
69	 P	2720	2930
70	 P	2760	11790
71	 P	2800	3240
72	 P	2840	4700
73	 P	2880	3600
74	 P	2920	9110
75	 P	2960	2870
76	 P	3000	4040
77	 P	3040	3370
78	 P	3080	10280
79	 P	3120	3510
80	 P	3160	4750
81	 P	3200	3580
82	 P	3240	14000
83	 P	3280	4020
84	 P	3320	4570
85	 P	3360	3250
86	 P	3400	14590
87	 P	3440	3870
88	 P	3480	4510
89	 P	3520	2780
90	 P	3560	12290
91	 P	3600	4580
92	 P	3640	5420
93	 P	3680	5580
94	 P	3720	8700
95	 P	3760	5200
96	 P	3800	3790
97	 P	3840	63360
98	 P	3880	8930
99	 P	3920	2400
100	 P	3960	2590
101	 P	4000	1610
102	 P	4040	6940
103	 P	4080	1930
104	 P	4120	2500
105	 P	4160	1860
106	 P	4200	5400
107	 P	4240	1650
108	 P	4280	1930
109	 P	4320	1660
110	 P	4360	5540
111	 P	4400	2200
112	 P	4440	2210
113	 P	4480	1780
114	 P	4520	6520
115	 P	4560	1560
116	 P	4600	2060
117	 P	4640	1690
118	 P	4680	7670
119	 P	4720	1540
120	 P	4760	2210
121	 P	4800	1870
122	 P	4840	11560
123	 P	4880	2010
124	 P	4920	3130
125	 P	4960	2430
126	 P	5000	7420
127	 P	5040	2930
128	 P	5080	3220
129	 P	5120	58760
130	 P	5160	14450
131	 P	5200	3010
132	 P	5240	4420
133	 P	5280	2820
134	 P	5320	10050
135	 P	5360	3050
136	 P	5400	3590
137	 P	5440	3000
138	 P	5480	13280
139	 P	5520	3540
140	 P	5560	5240
141	 P	5600	3630
142	 P	5640	13440
143	 P	5680	4020
144	 P	5720	6550
145	 P	5760	5140
146	 P	5800	12810
147	 P	5840	4040
148	 P	5880	4350
149	 P	5920	3780
150	 P	5960	12860
151	 P	6000	2730
152	 P	6040	3940
153	 P	6080	4020
154	 P	6120	20760
155	 P	6160	7190
156	 P	6200	9710
157	 P	6240	8200
158	 P	6280	8770
159	 P	6320	5170
160	 P	6360	2110
161	 P	6400	57770
162	 P	6440	8140
163	 P	6480	2060
164	 P	6520	3010
165	 P	6560	2300
166	 P	6600	5540
167	 P	6640	2010
168	 P	6680	2340
169	 P	6720	2540
170	 P	6760	15790
171	 P	6800	3160
172	 P	6840	5850
173	 P	6880	5340
174	 P	6920	20090
175	 P	6960	5460
176	 P	7000	5740
177	 P	7040	3940
178	 P	7080	15870
179	 P	7120	4970
180	 P	7160	4950
181	 P	7200	3560
182	 P	7240	17710
183	 P	7280	4380
184	 P	7320	5890
185	 P	7360	4820
186	 P	7400	16160
187	 P	7440	5240
188	 P	7480	6680
189	 P	7520	5870
190	 P	7560	10730
191	 P	7600	5000
192	 P	7640	5490
193	 P	7680	35950
194	 P	7720	16850
195	 P	7760	3710
196	 P	7800	5130
197	 P	7840	3450
198	 P	7880	10710
199	 P	7920	4280
200	 P	7960	4990
201	 P	8000	4990
202	 P	8040	16140
203	 P	8080	4400
204	 P	8120	5430
205	 P	8160	3710
206	 P	8200	18010
207	 P	8240	4160
208	 P	8280	4480
209	 P	8320	2770
210	 P	8360	18760
211	 P	8400	3400
212	 P	8440	3270
213	 P	8480	2620
214	 P	8520	22980
215	 P	8560	3180
216	 P	8600	3090
217	 P	8640	2350
218	 P	8680	24170
219	 P	8720	2830
220	 P	8760	2370
221	 P	8800	1550
222	 P	8840	3180
223	 P	8880	1560
224	 P	8920	1990
225	 P	8960	78500
226	 P	9000	7220
227	 P	9040	1510
228	 P	9080	1920
229	 P	9120	2060
230	 P	9160	6900
231	 P	9200	1670
232	 P	9240	1760
233	 P	9280	680
234	 P	9320	4940
235	 P	9360	1080
236	 P	9400	1310
237	 P	9440	1000
238	 P	9480	8620
239	 P	9520	900
240	 P	9560	1970
241	 P	9600	1360
242	 P	9640	9810
243	 P	9680	1780
244	 P	9720	1350
245	 P	9760	820
246	 P	9800	8500
247	 P	9840	1270
248	 P	9880	1490
249	 P	9920	820
250	 P	9960	6760
251	 P	10000	1250
252	 P	10040	1440
253	 P	10080	900
254	 P	10120	890
255	 P	10160	1230
256	 P	10200	1210
257	 P	10240	104460
258	 P	10280	2280
259	 P	10320	980
260	 P	10360	900
261	 P	10400	1030
262	 P	10440	2950
263	 P	10480	1180
264	 P	10520	1200
265	 P	10560	1100
266	 P	10600	4820
267	 P	10640	1110
268	 P	10680	1280
269	 P	10720	1170
270	 P	10760	3330
271	 P	10800	1120
272	 P	10840	1140
273	 P	10880	1220
274	 P	10920	3910
275	 P	10960	1180
276	 P	11000	1350
277	 P	11040	1090
278	 P	11080	4260
279	 P	11120	1080
280	 P	11160	1270
281	 P	11200	720
282	 P	11240	3780
283	 P	11280	1030
284	 P	11320	1420
285	 P	11360	1380
286	 P	11400	1240
287	 P	11440	960
288	 P	11480	1150
289	 P	11520	94550
290	 P	11560	2670
291	 P	11600	900
292	 P	11640	960
293	 P	11680	1070
294	 P	11720	2440
295	 P	11760	730
296	 P	11800	1380
297	 P	11840	1190
298	 P	11880	1550
299	 P	11920	920
300	 P	11960	1040
301	 P	12000	44960
302	 P	12040	10850
303	 P	12080	2450
304	 P	12120	3620
305	 P	12160	2900
306	 P	12200	9930
307	 P	12240	2960
308	 P	12280	3540
309	 P	12320	2300
310	 P	12360	10160
311	 P	12400	2800
312	 P	12440	3700
313	 P	12480	3190
314	 P	12520	14990
315	 P	12560	3690
316	 P	12600	4230
317	 P	12640	2650
318	 P	12680	4490
319	 P	12720	2230
320	 P	12760	2140
321	 P	12800	53420
322	 P	12840	9080
323	 P	12880	1520
324	 P	12920	2570
325	 P	12960	2120
326	 P	13000	7440
327	 P	13040	2060
328	 P	13080	1910
329	 P	13120	1510
330	 P	13160	7040
331	 P	13200	1420
332	 P	13240	2030
333	 P	13280	1990
334	 P	13320	10950
335	 P	13360	2230
336	 P	13400	3110
337	 P	13440	2180
338	 P	13480	9010
339	 P	13520	2400
340	 P	13560	2520
341	 P	13600	1610
342	 P	13640	8800
343	 P	13680	2420
344	 P	13720	2580
345	 P	13760	2060
346	 P	13800	10380
347	 P	13840	2240
348	 P	13880	3010
349	 P	13920	3050
350	 P	13960	5540
351	 P	14000	2590
352	 P	14040	2490
353	 P	14080	51860
354	 P	14120	11700
355	 P	14160	2320
356	 P	14200	3390
357	 P	14240	2650
358	 P	14280	8590
359	 P	14320	2610
360	 P	14360	3450
361	 P	14400	2520
362	 P	14440	7130
363	 P	14480	2370
364	 P	14520	2930
365	 P	14560	2420
366	 P	14600	10170
367	 P	14640	2750
368	 P	14680	3480
369	 P	14720	1960
370	 P	14760	11230
371	 P	14800	2690
372	 P	14840	4030
373	 P	14880	2950
374	 P	14920	8060
375	 P	14960	2630
376	 P	15000	3740
377	 P	15040	3350
378	 P	15080	9390
379	 P	15120	3090
380	 P	15160	4400
381	 P	15200	3040
382	 P	15240	6800
383	 P	15280	3100
384	 P	15320	2920
385	 P	15360	52750
386	 P	15400	11950
387	 P	15440	3260
388	 P	15480	3850
389	 P	15520	2560
390	 P	15560	11440
391	 P	15600	4020
392	 P	15640	4910
393	 P	15680	4530
394	 P	15720	15390
395	 P	15760	4990
396	 P	15800	3940
397	 P	15840	2260
398	 P	15880	9200
399	 P	15920	2400
400	 P	15960	2300
401	 P	16000	1450
402	 P	16040	8230
403	 P	16080	2040
404	 P	16120	2370
405	 P	16160	1940
406	 P	16200	5690
407	 P	16240	1750
408	 P	16280	1900
409	 P	16320	1690
410	 P	16360	6300
411	 P	16400	2080
412	 P	16440	2210
413	 P	16480	1770
414	 P	16520	2370
415	 P	16560	1620
416	 P	16600	1670
417	 P	16640	53690
418	 P	16680	6860
419	 P	16720	1350
420	 P	16760	2140
421	 P	16800	1750
422	 P	16840	8740
423	 P	16880	2040
424	 P	16920	2960
425	 P	16960	2210
426	 P	17000	13580
427	 P	17040	2880
428	 P	17080	4180
429	 P	17120	2500
430	 P	17160	14110
431	 P	17200	3110
432	 P	17240	3560
433	 P	17280	2500
434	 P	17320	10170
435	 P	17360	3000
436	 P	17400	3340
437	 P	17440	2360
438	 P	17480	12090
