1	I	0	13460
2	 P	40	2902
3	 P	80	542
4	 P	120	872
5	 P	160	622
6	 P	200	5674
7	 P	240	1024
8	 P	280	1252
9	 P	320	914
10	 P	360	12780
11	 P	400	1692
12	 P	440	2432
13	 P	480	2388
14	 P	520	11116
15	 P	560	3272
16	 P	600	3250
17	 P	640	2436
18	 P	680	8360
19	 P	720	1828
20	 P	760	1700
21	 P	800	1274
22	 P	840	10056
23	 P	880	1542
24	 P	920	2106
25	 P	960	1692
26	 P	1000	10752
27	 P	1040	1858
28	 P	1080	1576
29	 P	1120	1304
30	 P	1160	9258
31	 P	1200	1266
32	 P	1240	2186
33	 P	1280	26260
34	 P	1320	6412
35	 P	1360	1438
36	 P	1400	1770
37	 P	1440	1484
38	 P	1480	8620
39	 P	1520	1668
40	 P	1560	1824
41	 P	1600	1346
42	 P	1640	10050
43	 P	1680	1992
44	 P	1720	2462
45	 P	1760	2192
46	 P	1800	10240
47	 P	1840	2332
48	 P	1880	2824
49	 P	1920	3104
50	 P	1960	9932
51	 P	2000	2974
52	 P	2040	2834
53	 P	2080	2032
54	 P	2120	10706
55	 P	2160	2412
56	 P	2200	3384
57	 P	2240	2192
58	 P	2280	9366
59	 P	2320	1952
60	 P	2360	2760
61	 P	2400	2388
62	 P	2440	8048
63	 P	2480	2300
64	 P	2520	2376
65	 P	2560	28508
66	 P	2600	6696
67	 P	2640	1586
68	 P	2680	2314
69	 P	2720	1640
70	 P	2760	8598
71	 P	2800	1862
72	 P	2840	2622
73	 P	2880	2280
74	 P	2920	7824
75	 P	2960	2118
76	 P	3000	2870
77	 P	3040	2700
78	 P	3080	10608
79	 P	3120	2892
80	 P	3160	3456
81	 P	3200	2786
82	 P	3240	9952
83	 P	3280	2550
84	 P	3320	3022
85	 P	3360	2456
86	 P	3400	9848
87	 P	3440	2484
88	 P	3480	2862
89	 P	3520	2100
90	 P	3560	9952
91	 P	3600	3226
92	 P	3640	3636
93	 P	3680	3340
94	 P	3720	9638
95	 P	3760	3404
96	 P	3800	2500
97	 P	3840	25596
98	 P	3880	4458
99	 P	3920	1104
100	 P	3960	1342
101	 P	4000	886
102	 P	4040	6012
103	 P	4080	976
104	 P	4120	1354
105	 P	4160	1152
106	 P	4200	6008
107	 P	4240	1018
108	 P	4280	1648
109	 P	4320	1560
110	 P	4360	7342
111	 P	4400	1818
112	 P	4440	1824
113	 P	4480	1770
114	 P	4520	8686
115	 P	4560	1500
116	 P	4600	1574
117	 P	4640	1376
118	 P	4680	8652
119	 P	4720	1466
120	 P	4760	2194
121	 P	4800	1644
122	 P	4840	10608
123	 P	4880	2060
124	 P	4920	2896
125	 P	4960	2418
126	 P	5000	10046
127	 P	5040	2858
128	 P	5080	2422
129	 P	5120	29284
130	 P	5160	7578
131	 P	5200	1594
132	 P	5240	2060
133	 P	5280	1592
134	 P	5320	8084
135	 P	5360	1514
136	 P	5400	2076
137	 P	5440	1702
138	 P	5480	10018
139	 P	5520	2758
140	 P	5560	3470
141	 P	5600	3090
142	 P	5640	9978
143	 P	5680	3198
144	 P	5720	4458
145	 P	5760	3462
146	 P	5800	9624
147	 P	5840	2930
148	 P	5880	3386
149	 P	5920	2456
150	 P	5960	9682
151	 P	6000	2194
152	 P	6040	2868
153	 P	6080	3094
